"","t","month_position","coverage_interp"
"408",408,93.836246550138,0.26788684452622
"409",409,94.066237350506,0.305491260349587
"410",410,94.296228150874,0.328030358785649
"411",411,94.526218951242,0.350569457221712
"412",412,94.7562097516099,0.373108555657775
"413",413,94.9862005519779,0.395647654093837
"414",414,95.2161913523459,0.404782888684453
"415",415,95.4461821527139,0.4130625574977
"416",416,95.6761729530819,0.421342226310947
"417",417,95.9061637534499,0.429621895124195
"418",418,96.1361545538178,0.432863845446182
"419",419,96.3661453541858,0.432633854645814
"420",420,96.5961361545538,0.432403863845446
"421",421,96.8261269549218,0.432173873045078
"422",422,97.0561177552898,0.432954001839926
"423",423,97.2861085556578,0.436863845446182
"424",424,97.5160993560258,0.440773689052438
"425",425,97.7460901563937,0.444683532658694
"426",426,97.9760809567617,0.448593376264949
"427",427,98.2060717571297,0.450854645814168
"428",428,98.4360625574977,0.452924563017479
"429",429,98.6660533578657,0.454994480220791
"430",430,98.8960441582337,0.457064397424103
"431",431,99.1260349586017,0.459134314627415
"432",432,99.3560257589697,0.461204231830727
"433",433,99.5860165593376,0.463274149034039
"434",434,99.8160073597056,0.46534406623735
"435",435,100.045998160074,0.467229990800368
"436",436,100.275988960442,0.468379944802208
"437",437,100.50597976081,0.469529898804048
"438",438,100.735970561178,0.470679852805888
"439",439,100.965961361546,0.471829806807728
"440",440,101.195952161914,0.379510579576816
"441",441,101.425942962282,0.270954921803127
"442",442,101.655933762649,0.162399264029438
"443",443,101.885924563017,0.0538436062557482
"444",444,102.115915363385,0.000579576816927343
"445",445,102.345906163753,0.00172953081876727
"446",446,102.575896964121,0.0028794848206072
"447",447,102.805887764489,0.00402943882244713
"448",448,103.035878564857,0.00560993560257602
"449",449,103.265869365225,0.00951977920883178
"450",450,103.495860165593,0.0134296228150875
"451",451,103.725850965961,0.0173394664213433
"452",452,103.955841766329,0.0212493100275991
"453",453,104.185832566697,0.0363091076356943
"454",454,104.415823367065,0.0540183992640292
"455",455,104.645814167433,0.0717276908923642
"456",456,104.875804967801,0.0894369825206991
"457",457,105.105795768169,0.118149034038638
"458",458,105.335786568537,0.159777368905244
"459",459,105.565777368905,0.201405703771849
"460",460,105.795768169273,0.243034038638455
"461",461,106.025758969641,0.282421343146274
"462",462,106.255749770009,0.304040478380865
"463",463,106.485740570377,0.325659613615456
"464",464,106.715731370745,0.347278748850046
"465",465,106.945722171113,0.368897884084637
"466",466,107.175712971481,0.379622815087397
"467",467,107.405703771849,0.386982520699172
"468",468,107.635694572217,0.394342226310948
"469",469,107.865685372585,0.401701931922723
