kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_delivname,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
10468940,K01163.01,2.937,1.92,6.90E-05,1.00E+00,q1_q17_dr25_koi,0.19,53,0.5,2.40E-06,4.70E-05,1.30E-05,4.60E-06,2.60E-06,3.50E-08,0.018,5430,61.27,-53.72,0.98,0.097,-0.082,0.9,0.034,-0.025,10.04,0.095,-0.268,922,92.77,-78.37,0.09,0.07,-0.055
8628758,K01279.02,9.652,1.05,7.70E-05,1.00E+00,q1_q17_dr25_koi,0.103,34,0.78,6.80E-18,3.00E-13,1.40E-05,1.20E-07,7.00E-10,4.10E-07,0.009,5801,90.66,-75.76,1.07,0.129,-0.095,1,0.044,-0.038,9.79,0.118,-0.258,661,81.08,-59.95,0.09,0.08,-0.059
8509361,K01280.01,6.099,1.65,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.166,40,4,3.10E-30,3.60E-25,1.50E-02,1.10E-04,4.10E-05,9.80E-01,0.015,5699,162.65,-189.54,1.01,0.159,-0.111,0.96,0.073,-0.068,9.81,0.183,-0.378,602,101.3,-70.11,0.36,0.129,-0.167
8742590,K01281.01,49.478,2.2,6.70E-02,1.00E+00,q1_q17_dr25_koi,0.216,147,0.9,6.80E-03,5.10E-02,3.90E-03,1.50E-04,1.40E-03,2.70E-03,0.02,5716,75.71,-93.72,1.01,0.123,-0.092,0.98,0.045,-0.047,9.78,0.158,-0.408,805,97.17,-76.4,0.16,0.045,-0.075
8822366,K01282.01,30.864,3.24,3.20E-06,1.00E+00,q1_q17_dr25_koi,0.183,34,0.63,6.80E-07,8.00E-08,2.40E-06,2.60E-10,1.90E-10,4.80E-10,0.018,6042,65.01,-52.44,1.65,0.062,-0.052,1.19,0.075,-0.04,9.68,0.071,-0.073,652,26.97,-22.31,0.04,0.046,-0.028
8700771,K01283.01,8.092,1.08,6.50E-06,1.00E+00,q1_q17_dr25_koi,0.116,10,1.08,3.30E-26,2.60E-24,1.30E-07,4.70E-09,8.30E-12,4.20E-22,0.009,5769,63.52,-69.48,1.1,0.263,-0.134,0.99,0.05,-0.056,9.88,0.083,-0.21,248,58.64,-30.86,0.46,0.033,-0.055
10960993,K01284.01,3.117,56.65,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,54,0.5,9.20E-02,8.60E-01,7.90E-08,4.30E-03,3.50E-02,2.50E-07,0.396,6146,88.88,-102.53,1.31,0.477,-0.203,1.2,0.155,-0.085,9.48,0.115,-0.302,302,107.61,-47.75,0.13,0.037,-0.07
10879208,K01286.01,0.668,34.05,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,2158,1.92,1.40E-26,2.70E-17,1.30E-04,2.00E-06,2.90E-01,7.00E-01,0.334,5552,102.61,-135.1,0.94,0.12,-0.077,0.93,0.046,-0.05,9.84,0.187,-0.464,1316,174.3,-114.48,0.32,0.082,-0.129
10843203,K01287.01,4.43,31.4,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,171,0.5,3.00E-06,2.40E-06,2.10E-03,1.40E-01,5.80E-01,2.70E-01,0.364,5117,68.73,-60.88,0.79,0.04,-0.048,0.8,0.038,-0.042,9.95,0.168,-0.377,970,54.51,-61.38,0.1,0.071,-0.067
10790387,K01288.01,117.931,10.29,3.90E-03,1.00E+00,q1_q17_dr25_koi,0.072,230,0.5,1.40E-05,3.90E-03,5.20E-05,4.90E-17,5.70E-15,3.80E-13,0.089,5953,95.89,-90.08,1.06,0.177,-0.108,1.04,0.061,-0.066,9.6,0.163,-0.391,1308,220.24,-137.92,0.09,0.063,-0.06
10748393,K01289.01,4.888,5.73,1.90E-03,1.00E+00,q1_q17_dr25_koi,0.051,252,0.5,1.40E-04,2.20E-06,1.50E-03,6.30E-06,2.50E-04,2.30E-12,0.064,5117,39.17,-44.12,0.82,0.042,-0.036,0.83,0.034,-0.029,9.96,0.169,-0.462,720,38.78,-34.44,0.32,0.018,-0.039
10748393,K01289.02,386.398,2.24,5.10E-01,9.70E-01,q1_q17_dr25_koi,0.218,3140,4,2.50E-02,2.30E-01,1.30E-01,4.20E-03,6.40E-02,2.40E-02,0.025,5117,37.86,-42.96,0.82,0.041,-0.036,0.84,0.033,-0.03,9.94,0.173,-0.437,719,39.11,-32.98,0.32,0.017,-0.038
11122894,K01426.01,38.868,3.06,9.10E-05,1.00E+00,q1_q17_dr25_koi,0.191,92,0.5,4.00E-08,8.50E-05,6.60E-12,9.70E-12,2.80E-08,1.50E-19,0.029,5799,60.05,-53.93,0.97,0.068,-0.06,0.97,0.04,-0.044,9.66,0.175,-0.344,758,54.86,-48.46,0.03,0.045,-0.023
11122894,K01426.02,74.928,6.85,3.10E-01,1.00E+00,q1_q17_dr25_koi,0.052,201,0.5,2.90E-02,2.80E-01,1.60E-04,1.30E-05,2.40E-04,3.50E-10,0.065,5798,57.47,-53.24,0.97,0.071,-0.058,0.97,0.041,-0.043,9.67,0.176,-0.357,758,56.18,-47.6,0.03,0.042,-0.021
11122894,K01426.03,150.019,35.22,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,318,0.5,7.90E-02,9.00E-01,3.70E-03,3.80E-04,1.30E-02,2.70E-05,0.333,5800,57.19,-51.51,0.97,0.072,-0.062,0.97,0.042,-0.045,9.68,0.183,-0.342,760,57.56,-50.49,0.03,0.043,-0.023
11129738,K01427.01,2.613,1.51,6.30E-05,1.00E+00,q1_q17_dr25_koi,0.144,88,0.84,3.70E-19,2.10E-21,6.20E-05,2.20E-09,4.30E-10,7.70E-07,0.027,4017,44.8,-37.51,0.51,0.024,-0.02,0.52,0.026,-0.019,9.88,0.209,-0.448,337,23.1,-18.38,0.02,0.031,-0.015
11129738,K01427.02,4.884,0.84,1.20E-01,1.00E+00,q1_q17_dr25_koi,0.059,145,1.38,5.20E-11,3.30E-10,2.60E-02,1.20E-04,2.80E-05,8.90E-02,0.015,4016,43.79,-37.45,0.51,0.023,-0.019,0.52,0.025,-0.019,9.87,0.221,-0.457,337,22.39,-18.02,0.02,0.031,-0.015
11401182,K01428.01,0.928,1.79,9.90E-05,1.00E+00,q1_q17_dr25_koi,0.182,34,0.5,3.70E-19,3.00E-29,9.90E-05,8.40E-08,2.30E-07,5.30E-10,0.023,4873,41.09,-37.84,0.71,0.017,-0.015,0.79,0.026,-0.029,9.11,0.388,-0.384,444,10.65,-10.45,0.04,0.057,-0.03
11030711,K01429.01,205.913,4.58,1.30E-04,1.00E+00,q1_q17_dr25_koi,0.086,283,0.66,1.90E-05,1.80E-05,7.70E-05,3.40E-08,3.80E-06,9.80E-08,0.044,5609,56.79,-65.31,0.95,0.052,-0.045,0.95,0.032,-0.033,9.78,0.145,-0.255,1232,69.31,-61.04,0.14,0.053,-0.068
11176127,K01430.01,10.475,2.21,1.90E-05,1.00E+00,q1_q17_dr25_koi,0.219,138,0.6,1.50E-09,7.40E-09,1.90E-05,3.80E-07,5.80E-11,2.10E-08,0.032,4601,37.8,-33.15,0.63,0.017,-0.015,0.68,0.025,-0.025,9.25,0.388,-0.458,491,14.57,-14.39,0.04,0.05,-0.027
11176127,K01430.02,22.929,2.14,5.70E-04,1.00E+00,q1_q17_dr25_koi,0.218,263,1.17,1.90E-05,3.30E-05,4.40E-04,7.40E-06,3.10E-05,4.00E-05,0.031,4602,38.72,-33.63,0.63,0.017,-0.015,0.68,0.025,-0.026,9.26,0.367,-0.464,491,14.94,-14.16,0.04,0.049,-0.027
11176127,K01430.03,77.474,2.7,1.00E-04,1.00E+00,q1_q17_dr25_koi,0.202,396,0.54,2.20E-06,3.60E-05,1.50E-05,2.70E-08,2.90E-05,2.00E-07,0.039,4602,41.41,-34.99,0.63,0.018,-0.015,0.68,0.024,-0.026,9.26,0.379,-0.466,491,15.81,-14.44,0.04,0.051,-0.027
11075279,K01431.01,345.159,7.66,7.30E-01,1.00E+00,q1_q17_dr25_koi,0.053,173,0.5,5.90E-02,6.70E-01,8.50E-04,1.90E-04,3.40E-04,4.70E-07,0.077,5583,63.01,-65.9,0.91,0.024,-0.022,0.98,0.032,-0.032,9.39,0.214,-0.349,454,14.14,-13.55,0.1,0.053,-0.061
11014932,K01432.01,6.886,2.73,3.60E-05,1.00E+00,q1_q17_dr25_koi,0.202,66,0.66,4.40E-12,7.00E-11,2.70E-05,6.40E-06,4.00E-07,1.80E-06,0.025,5640,67.27,-56,1,0.102,-0.082,0.94,0.036,-0.034,9.9,0.106,-0.263,1063,111.93,-86.93,0.06,0.062,-0.041
8127639,K01012.01,1.023,3.96,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.1,68,1.08,4.40E-22,1.80E-16,5.30E-04,2.70E-06,3.20E-04,1.00E+00,0.039,5540,234.61,-169.03,0.93,0.127,-0.089,0.91,0.075,-0.058,9.84,0.224,-0.422,1042,153.07,-108.37,0.25,0.203,-0.155
6047498,K01013.01,0.519,22.75,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.012,691,0.5,2.40E-13,2.70E-08,4.30E-01,1.70E-04,1.00E-01,4.60E-01,0.229,5511,158.16,-141.62,0.91,0.12,-0.087,0.89,0.053,-0.056,9.9,0.172,-0.433,1001,137.69,-103.7,0.24,0.137,-0.138
8125580,K01014.01,17.317,3,1.10E-04,1.00E+00,q1_q17_dr25_koi,0.192,241,0.51,3.90E-09,2.60E-07,6.20E-05,1.00E-07,5.00E-05,8.00E-07,0.037,4938,169.84,-129.67,0.74,0.047,-0.05,0.77,0.047,-0.051,9.9,0.198,-0.483,748,57.56,-55.12,0.27,0.21,-0.174
8158127,K01015.01,9.429,3.55,2.40E-03,1.00E+00,q1_q17_dr25_koi,0.139,57,0.72,6.10E-05,2.30E-03,1.00E-07,9.40E-11,7.40E-18,1.80E-14,0.022,5963,57.44,-50.45,1.48,0.257,-0.249,1.14,0.147,-0.052,9.7,0.092,-0.134,1401,241.09,-235.42,0.04,0.047,-0.029
8158127,K01015.02,4.089,2.03,9.40E-06,1.00E+00,q1_q17_dr25_koi,0.202,46,0.99,5.20E-10,2.80E-07,1.10E-08,1.00E-07,1.90E-08,5.70E-07,0.012,5962,54.3,-49.46,1.55,0.264,-0.289,1.16,0.109,-0.064,9.7,0.085,-0.116,1468,248.85,-271.32,0.04,0.043,-0.028
8158127,K01015.03,16.997,2.49,3.50E-01,1.00E+00,q1_q17_dr25_koi,0.205,162,3.3,3.80E-03,5.60E-02,1.30E-01,8.80E-04,1.30E-02,1.50E-01,0.015,5964,58.32,-50,1.52,0.309,-0.282,1.17,0.129,-0.072,9.68,0.091,-0.11,1440,290.39,-267.49,0.04,0.05,-0.029
8176653,K01016.01,2.867,3.36,8.60E-01,1.00E+00,q1_q17_dr25_koi,0.154,83,0.5,2.70E-02,7.00E-01,1.70E-02,6.50E-03,8.30E-02,2.00E-02,0.035,5405,130.18,-157.63,0.88,0.097,-0.07,0.88,0.049,-0.052,9.91,0.171,-0.418,762,87.88,-67.01,0.38,0.118,-0.164
8174625,K01017.01,17.445,2.89,4.50E-05,1.00E+00,q1_q17_dr25_koi,0.197,104,0.5,3.10E-16,1.60E-17,4.50E-05,2.30E-16,4.70E-25,7.10E-08,0.031,5343,146.15,-110.56,0.85,0.079,-0.066,0.85,0.05,-0.054,9.92,0.175,-0.432,764,76.03,-64.21,0.17,0.141,-0.118
8183911,K01018.01,8.307,14.31,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.066,72,0.5,7.50E-08,1.30E-06,4.60E-01,9.50E-03,7.90E-02,4.50E-01,0.164,5199,170.63,-135.1,0.8,0.065,-0.06,0.81,0.048,-0.052,9.93,0.175,-0.418,380,35.24,-30.77,0.26,0.171,-0.157
2309719,K01020.01,54.356,39.44,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,127,0.5,1.40E-01,8.20E-01,3.90E-03,5.90E-04,2.30E-02,1.40E-05,0.283,6210,104.47,-101.53,1.28,0.18,-0.129,1.18,0.068,-0.062,9.49,0.109,-0.239,568,80.96,-58.64,0.31,0.075,-0.072
2558363,K01021.01,0.546,23.4,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.012,77,0.5,3.50E-29,1.80E-47,1.80E-07,2.30E-10,2.20E-06,1.00E+00,0.243,5396,84.02,-115.1,0.88,0.087,-0.067,0.88,0.04,-0.045,9.94,0.172,-0.417,1236,127.52,-98.13,0.26,0.074,-0.121
10468940,K01163.02,8.015,1.92,6.20E-04,1.00E+00,q1_q17_dr25_koi,0.198,79,0.96,2.30E-07,1.40E-07,1.80E-04,3.60E-05,4.10E-05,3.50E-04,0.018,5431,58.22,-54.3,0.98,0.094,-0.08,0.9,0.031,-0.026,10.04,0.095,-0.255,921,90.78,-76.16,0.09,0.065,-0.055
10341831,K01164.01,0.934,13.47,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.072,36,2.13,0.00E+00,0.00E+00,0.00E+00,2.90E-225,0.00E+00,7.50E-142,0.247,3760,30.48,-29.59,0.5,0.02,-0.02,0.52,0.023,-0.022,9.7,0.329,-0.586,174,9.57,-9.48,0.03,0.044,-0.024
10337517,K01165.01,7.054,2.46,1.00E-02,1.00E+00,q1_q17_dr25_koi,0.21,55,0.5,3.20E-04,1.00E-02,1.10E-05,7.70E-06,1.30E-05,2.50E-08,0.025,5509,58.85,-48.59,0.9,0.05,-0.04,0.92,0.033,-0.034,9.77,0.18,-0.353,553,31.16,-26.27,0.04,0.052,-0.029
10337517,K01165.02,4.293,0.69,9.20E-04,1.00E+00,q1_q17_dr25_koi,0.035,29,2.79,2.90E-13,2.10E-13,3.30E-04,7.30E-06,4.00E-07,5.70E-04,0.007,5511,57.6,-49.92,0.9,0.051,-0.042,0.92,0.033,-0.032,9.76,0.189,-0.334,553,31.54,-27.32,0.04,0.055,-0.03
10351231,K01166.01,7.675,3.11,1.10E-01,1.00E+00,q1_q17_dr25_koi,0.168,148,1.23,2.10E-03,7.40E-02,1.80E-02,5.10E-04,3.30E-03,1.20E-02,0.026,5807,90.5,-122.3,1.1,0.27,-0.137,1.03,0.058,-0.058,9.77,0.139,-0.356,1430,355.69,-182.62,0.21,0.063,-0.101
10485179,K01167.01,0.445,1.42,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.143,388,1.89,1.00E-109,2.60E-88,6.40E-42,1.80E-25,1.60E-38,7.80E-06,0.015,5351,77.58,-102.27,0.87,0.081,-0.06,0.86,0.04,-0.046,9.95,0.163,-0.44,608,59.47,-44.86,0.2,0.07,-0.103
10319385,K01169.01,0.689,1.35,1.30E-04,1.00E+00,q1_q17_dr25_koi,0.126,16,0.5,4.30E-22,6.10E-35,1.30E-04,1.50E-07,7.30E-08,5.10E-08,0.013,5692,57.72,-49.2,0.95,0.027,-0.024,1.03,0.032,-0.026,9.19,0.256,-0.378,459,15.02,-12.93,0.04,0.048,-0.027
10482160,K01170.01,7.344,2.31,3.50E-02,1.00E+00,q1_q17_dr25_koi,0.211,102,0.6,1.00E-03,3.20E-02,1.10E-03,4.70E-05,9.60E-04,1.70E-04,0.022,5660,129.97,-99.09,0.96,0.179,-0.095,0.94,0.057,-0.057,9.83,0.168,-0.425,855,160.34,-90.09,0.12,0.106,-0.08
10341913,K01172.01,0.934,1.74,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.203,4,1.44,8.10E-236,0.00E+00,0.00E+00,6.50E-34,6.10E-32,1.60E-163,0.013,6178,144.63,-160.71,1.23,0.35,-0.155,1.15,0.136,-0.09,9.49,0.143,-0.295,608,175.9,-80.17,0.19,0.092,-0.108
10480921,K01173.01,2.037,1.45,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.151,30,1.71,5.70E-27,1.20E-12,1.00E-04,2.80E-06,1.90E-03,1.00E+00,0.011,6146,110.47,-160.38,1.21,0.29,-0.149,1.14,0.102,-0.087,9.52,0.137,-0.31,975,232.11,-128.16,0.23,0.06,-0.118
10350571,K01175.01,31.593,1.5,1.40E-04,1.00E+00,q1_q17_dr25_koi,0.15,47,1.95,3.90E-36,5.50E-47,1.20E-04,1.10E-12,6.90E-17,4.20E-14,0.011,5653,79.36,-83.37,1.25,0.249,-0.232,0.98,0.057,-0.046,9.97,0.083,-0.119,574,115.93,-105.46,0.2,0.072,-0.076
10874226,K01290.01,11.974,42.52,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,4303,0.5,4.00E-02,3.00E-01,2.60E-01,1.60E-02,3.30E-01,5.10E-02,0.371,5808,128.88,-112.65,1.05,0.209,-0.122,1,0.066,-0.061,9.75,0.166,-0.367,1246,244.49,-151.53,0.14,0.101,-0.091
10661771,K01291.01,1.231,5.65,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.051,507,2.67,4.50E-217,1.30E-223,0.00E+00,6.30E-40,6.00E-43,1.40E-78,0.055,5611,74.19,-82.57,0.94,0.111,-0.078,0.93,0.043,-0.056,9.84,0.175,-0.429,946,111.42,-81.22,0.11,0.055,-0.069
10924853,K01292.01,2.102,28.33,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.004,94,0.5,2.70E-03,3.50E-01,1.00E-02,1.60E-02,3.30E-01,3.00E-01,0.28,5612,101.4,-73.1,0.93,0.104,-0.075,0.93,0.049,-0.058,9.81,0.18,-0.449,1287,147.37,-106.81,0.08,0.085,-0.052
10874926,K01293.01,11.703,40.76,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,2294,0.5,1.10E-01,8.70E-01,7.50E-03,8.00E-04,4.60E-03,3.50E-04,0.357,5818,95.69,-129.6,1.05,0.164,-0.107,1.01,0.06,-0.063,9.73,0.154,-0.375,1104,177.57,-116.77,0.23,0.06,-0.107
10549562,K01294.01,9.089,6.4,9.60E-01,1.00E+00,q1_q17_dr25_koi,0.052,176,0.5,1.40E-05,1.90E-01,1.70E-01,7.00E-02,5.20E-01,1.40E-02,0.038,6605,144.31,-167.36,1.54,0.602,-0.253,1.38,0.177,-0.12,9.26,0.109,-0.244,1617,613.24,-264.27,0.18,0.079,-0.109
10666230,K01295.01,1.578,37.84,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,193,1.65,4.30E-15,3.40E-07,1.10E-01,3.70E-05,1.60E-02,8.70E-01,0.357,5744,115.14,-94.55,0.97,0.117,-0.103,0.95,0.062,-0.076,9.76,0.189,-0.418,1056,128.09,-115.76,0.11,0.093,-0.07
10971674,K01296.01,2.381,18.65,4.10E-01,1.00E+00,q1_q17_dr25_koi,0.035,2634,0.5,3.90E-01,7.50E-04,2.20E-02,8.60E-07,4.60E-08,2.20E-23,0.176,5651,86.04,-80.5,0.97,0.143,-0.085,0.95,0.047,-0.051,9.83,0.161,-0.433,579,87.28,-52.59,0.1,0.067,-0.069
10676923,K01297.01,1.031,2.65,7.10E-01,1.00E+00,q1_q17_dr25_koi,0.196,51,0.5,7.00E-23,6.00E-11,2.80E-01,3.10E-05,9.10E-02,3.40E-01,0.02,6094,91.11,-139.83,1.21,0.298,-0.161,1.13,0.105,-0.081,9.55,0.144,-0.271,1475,356.89,-204.12,0.25,0.05,-0.096
10604335,K01298.01,11.008,2.23,2.80E-06,1.00E+00,q1_q17_dr25_koi,0.218,177,0.5,7.30E-10,4.10E-10,2.60E-06,8.30E-08,6.90E-09,5.50E-08,0.034,4245,41.09,-37.82,0.6,0.021,-0.022,0.62,0.029,-0.032,9.71,0.295,-0.482,453,20.96,-21.56,0.04,0.057,-0.03
10604335,K01298.02,92.75,1.91,2.90E-03,1.00E+00,q1_q17_dr25_koi,0.193,523,0.78,4.10E-08,4.20E-12,8.60E-04,3.40E-06,9.80E-07,1.30E-03,0.029,4246,41.01,-36.75,0.6,0.021,-0.023,0.63,0.029,-0.032,9.7,0.316,-0.522,453,21,-21.3,0.04,0.06,-0.029
10864656,K01299.01,52.501,11.79,1.60E-01,1.00E+00,q1_q17_dr25_koi,0.077,80,0.72,1.90E-18,1.60E-01,4.00E-07,1.00E-17,5.60E-08,5.50E-30,0.027,5005,48.65,-44.48,4.01,0.108,-0.244,1.26,0.062,-0.151,9.67,0.189,-0.054,850,23.62,-47.56,0.04,0.052,-0.03
9042357,K01993.01,16.004,24.76,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.009,273,0.5,5.90E-03,1.50E-01,2.80E-01,2.00E-02,2.90E-01,2.60E-01,0.237,5641,196.41,-211.17,0.96,0.125,-0.097,0.94,0.077,-0.069,9.8,0.205,-0.408,764,108.6,-84.67,0.48,0.164,-0.188
3328026,K01994.01,2.115,28.3,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.003,57,1.14,5.90E-137,1.00E-74,6.40E-252,1.10E-37,3.40E-25,9.40E-42,0.237,5841,198.03,-159.76,1.09,0.22,-0.133,1.04,0.087,-0.066,9.66,0.243,-0.361,1260,253.16,-162.11,0.22,0.15,-0.13
5942093,K01995.01,14.387,27.56,9.80E-01,1.00E+00,q1_q17_dr25_koi,0.006,254,2.07,4.00E-02,6.10E-01,2.20E-01,2.10E-03,1.90E-02,9.50E-02,0.312,5368,88.96,-60.77,0.81,0.082,-0.085,0.81,0.053,-0.058,9.9,0.194,-0.45,861,89.92,-96.4,0.06,0.082,-0.044
4736569,K01996.01,10.132,2.12,1.80E-05,1.00E+00,q1_q17_dr25_koi,0.215,115,0.5,1.60E-18,1.20E-13,1.80E-05,5.70E-13,1.20E-18,1.70E-08,0.027,4811,86.71,-78.58,0.72,0.034,-0.048,0.74,0.039,-0.052,9.92,0.188,-0.437,663,36.76,-48.46,0.16,0.118,-0.109
4736569,K01996.02,7.074,1.1,1.30E-03,1.00E+00,q1_q17_dr25_koi,0.1,106,2.4,4.80E-12,4.60E-13,1.00E-03,6.90E-07,1.40E-07,1.90E-04,0.014,4808,89.75,-78.5,0.72,0.034,-0.049,0.74,0.04,-0.047,9.94,0.17,-0.448,663,36.93,-47.81,0.15,0.122,-0.105
10384798,K01997.01,38.505,2.54,3.30E-04,1.00E+00,q1_q17_dr25_koi,0.204,114,0.54,1.40E-13,4.60E-11,1.40E-06,9.10E-12,8.30E-21,3.30E-09,0.025,5618,77.65,-61.99,0.93,0.126,-0.09,0.92,0.046,-0.062,9.86,0.174,-0.435,871,117.36,-86.67,0.06,0.061,-0.043
9834040,K01998.01,6.774,2.58,4.40E-04,1.00E+00,q1_q17_dr25_koi,0.201,97,0.5,1.70E-11,3.80E-04,2.00E-06,1.20E-09,5.40E-05,8.80E-10,0.021,5962,126.73,-123.68,1.13,0.234,-0.131,1.07,0.088,-0.068,9.63,0.15,-0.337,1522,329.13,-183.07,0.15,0.087,-0.097
10616415,K01999.01,1.121,16.25,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.056,224,0.72,1.70E-25,3.60E-38,5.20E-01,2.70E-07,3.30E-07,4.80E-01,0.203,4810,88.18,-95.25,0.73,0.032,-0.035,0.76,0.035,-0.039,9.91,0.2,-0.509,273,13.98,-14.33,0.21,0.117,-0.133
8802693,K02000.01,26.41,2.87,8.50E-04,1.00E+00,q1_q17_dr25_koi,0.199,208,0.5,3.70E-05,8.00E-04,4.50E-06,1.90E-06,8.90E-13,2.60E-08,0.031,5301,55.24,-56.61,0.85,0.062,-0.055,0.85,0.04,-0.042,9.93,0.178,-0.414,1005,76.26,-67.25,0.09,0.042,-0.057
6061773,K02001.01,8.277,1.11,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.101,36,0.57,1.30E-15,8.80E-15,9.70E-01,1.90E-03,2.00E-03,2.00E-02,0.013,5079,123.56,-70.35,0.78,0.043,-0.05,0.79,0.042,-0.046,9.93,0.177,-0.385,265,16.83,-17.75,0.11,0.137,-0.077
10024701,K02002.01,14.375,2.09,1.40E-03,1.00E+00,q1_q17_dr25_koi,0.211,48,0.84,5.70E-08,2.50E-04,6.20E-04,1.30E-06,1.10E-06,3.00E-06,0.018,5905,74.09,-86.66,1.06,0.084,-0.076,1.03,0.042,-0.049,9.65,0.15,-0.28,528,42.2,-39.55,0.2,0.054,-0.074
5299459,K01576.02,13.084,2.64,5.60E-03,1.00E+00,q1_q17_dr25_koi,0.203,74,0.5,1.80E-04,4.80E-03,6.70E-04,7.70E-08,1.00E-11,1.70E-07,0.025,5485,93.23,-76.99,0.97,0.079,-0.063,0.92,0.041,-0.034,9.95,0.137,-0.25,611,50.74,-41.64,0.14,0.092,-0.079
12506770,K01577.01,2.806,1.47,3.40E-04,1.00E+00,q1_q17_dr25_koi,0.143,129,1.62,4.30E-13,1.60E-12,3.20E-04,2.90E-07,1.00E-07,2.30E-05,0.022,4309,38.84,-37.43,0.61,0.019,-0.021,0.64,0.029,-0.03,9.64,0.319,-0.52,515,21.41,-22.79,0.03,0.049,-0.023
5629985,K01578.01,2.272,1.18,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.115,34,0.5,8.70E-185,1.60E-223,1.30E-202,2.20E-54,7.80E-47,3.40E-36,0.012,5542,128.62,-70.49,0.9,0.102,-0.08,0.9,0.05,-0.064,9.84,0.2,-0.423,713,83.74,-65.67,0.07,0.112,-0.052
9898364,K01579.01,7.132,45.29,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,74,0.5,9.20E-02,8.70E-01,2.30E-02,8.20E-04,1.20E-02,2.90E-03,0.234,7131,218.01,-193.41,1.77,0.749,-0.307,1.56,0.247,-0.137,9.07,0.106,-0.194,1313,541.97,-228.14,0.14,0.116,-0.101
5193400,K01580.01,21.378,3.31,5.10E-02,9.60E-01,q1_q17_dr25_koi,0.156,171,1.02,6.30E-22,3.80E-114,1.60E-02,9.80E-16,9.40E-28,1.90E-23,0.026,6025,209.13,-150.59,1.17,0.223,-0.137,1.11,0.099,-0.072,9.53,0.203,-0.37,1872,368.77,-229.51,0.17,0.14,-0.115
7939330,K01581.01,29.542,3.23,1.00E+00,1.20E-01,q1_q17_dr25_koi,0.176,114,0.6,6.70E-30,3.00E-67,1.20E-01,1.30E-07,7.10E-13,4.00E-05,0.036,5262,57.07,-52.12,0.82,0.058,-0.057,0.83,0.041,-0.045,9.93,0.185,-0.416,920,65.54,-65.97,0.06,0.055,-0.042
7939330,K01581.02,144.552,3.14,7.30E-04,1.00E+00,q1_q17_dr25_koi,0.185,317,1.23,1.60E-14,4.10E-32,5.10E-04,9.20E-11,1.10E-09,4.50E-08,0.035,5265,58.9,-52.73,0.82,0.061,-0.057,0.83,0.037,-0.047,9.93,0.172,-0.406,918,71.09,-66.31,0.07,0.052,-0.046
4918309,K01582.01,186.436,7.86,9.00E-01,1.00E+00,q1_q17_dr25_koi,0.053,388,0.5,6.40E-02,8.20E-01,2.10E-03,4.30E-04,7.40E-03,4.90E-05,0.076,5412,70.07,-67.56,0.95,0.098,-0.078,0.9,0.034,-0.03,10.03,0.103,-0.311,1055,113.36,-87.11,0.15,0.078,-0.077
12602568,K01583.01,8.047,2.88,1.70E-05,1.00E+00,q1_q17_dr25_koi,0.189,68,0.5,1.90E-14,1.60E-05,5.40E-07,1.10E-08,1.90E-10,4.50E-07,0.025,5806,114.89,-136.92,1.06,0.212,-0.118,1.02,0.063,-0.063,9.73,0.168,-0.375,1159,234.13,-133.39,0.21,0.086,-0.111
