kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_delivname,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
8145789,K06977.01,0.835,32.86,1.00E+00,9.80E-01,q1_q17_dr25_koi,0.001,628,0.5,1.40E-48,4.40E-67,4.40E-06,3.10E-12,2.00E-13,9.80E-01,0.405,4900,47.19,-53.73,0.74,0.031,-0.042,0.77,0.036,-0.043,9.89,0.219,-0.508,630,29.01,-38.09,0.1,0.051,-0.065
8145958,K06978.01,3.076,0.77,1.90E-01,1.00E+00,q1_q17_dr25_koi,0.057,30,1.68,2.30E-05,4.10E-04,4.40E-02,1.10E-03,1.00E-02,1.30E-01,0.006,5789,57.62,-55.76,1.18,0.188,-0.15,1.03,0.041,-0.035,9.84,0.082,-0.193,617,97.65,-79.95,0.07,0.053,-0.046
8155584,K06979.01,26.016,45.41,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,5799,0.5,7.20E-02,9.20E-01,4.10E-04,3.00E-04,1.10E-03,3.70E-06,0.437,5749,132.66,-121.13,0.95,0.14,-0.098,0.94,0.066,-0.078,9.78,0.17,-0.399,1004,154.15,-106.98,0.16,0.095,-0.107
8155654,K06980.01,6.293,1.14,1.20E-02,1.00E+00,q1_q17_dr25_koi,0.12,59,2.19,7.50E-08,1.40E-05,2.60E-03,1.00E-04,6.80E-04,8.80E-03,0.009,5995,132.26,-143.67,1.16,0.297,-0.144,1.09,0.092,-0.076,9.6,0.159,-0.307,1441,370.46,-185.26,0.19,0.08,-0.115
8162376,K06982.01,0.706,0.6,8.40E-02,1.00E+00,q1_q17_dr25_koi,0.005,18,3,3.10E-30,1.40E-18,2.50E-02,8.60E-10,1.00E-05,5.90E-02,0.007,5164,81.33,-93.96,0.79,0.052,-0.058,0.8,0.043,-0.052,9.94,0.172,-0.429,412,28.7,-32.57,0.17,0.084,-0.105
8167504,K06983.01,7.702,0.86,1.10E-02,1.00E+00,q1_q17_dr25_koi,0.066,42,2.67,5.10E-15,2.10E-19,2.50E-03,4.20E-05,1.40E-06,8.50E-03,0.008,5655,65.11,-58.49,0.98,0.07,-0.057,0.98,0.032,-0.034,9.75,0.166,-0.328,750,54.68,-44.98,0.08,0.065,-0.052
8183389,K06986.01,32.44,52.27,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,24935,0.5,7.10E-02,9.20E-01,2.10E-04,8.60E-05,3.40E-04,5.00E-07,0.586,5222,141.53,-154.78,0.82,0.067,-0.054,0.83,0.044,-0.044,9.9,0.199,-0.418,953,84.4,-73.58,0.39,0.145,-0.183
8193315,K06988.01,2.624,76.53,9.80E-01,1.00E+00,q1_q17_dr25_koi,0.001,49852,0.5,1.60E-01,8.20E-01,7.10E-05,8.20E-05,1.20E-04,1.10E-09,0.466,6548,386.59,-291.43,1.51,0.568,-0.28,1.33,0.224,-0.158,9.29,0.192,-0.281,1051,398.63,-202.24,0.33,0.228,-0.188
8195877,K06989.01,0.755,56.16,2.30E-01,1.00E+00,q1_q17_dr25_koi,0.001,2323,0.5,2.40E-06,1.20E-05,7.60E-04,1.20E-02,2.10E-01,3.60E-04,0.459,5958,287.06,-218.2,1.12,0.264,-0.154,1.05,0.145,-0.085,9.61,0.243,-0.325,598,148.12,-87.3,0.28,0.201,-0.171
8196180,K06990.01,3.672,80.2,9.80E-01,1.00E+00,q1_q17_dr25_koi,0.001,39533,0.5,1.10E-01,8.70E-01,6.40E-05,6.40E-05,2.70E-05,6.30E-13,0.5,6627,298.58,-177.19,1.47,0.582,-0.25,1.31,0.231,-0.154,9.28,0.164,-0.258,734,290.07,-128.6,0.15,0.18,-0.104
8210721,K06991.01,22.673,25.24,6.50E-01,1.00E+00,q1_q17_dr25_koi,0.009,2639,0.5,3.70E-01,2.80E-01,2.90E-04,1.40E-04,3.50E-04,1.50E-15,0.246,5506,64.08,-67.48,0.94,0.108,-0.074,0.92,0.04,-0.039,9.89,0.168,-0.434,656,75.46,-52.52,0.12,0.042,-0.063
3548622,K06343.01,569.451,2,1.40E-01,1.00E+00,q1_q17_dr25_koi,0.205,275,1.17,3.70E-07,2.90E-05,5.40E-02,1.90E-04,1.50E-03,8.10E-02,0.019,5727,129.65,-76.66,0.97,0.125,-0.104,0.94,0.065,-0.073,9.79,0.177,-0.418,847,112.39,-94.41,0.07,0.106,-0.048
3556742,K06344.01,0.823,22.78,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.013,543,0.5,2.80E-106,1.40E-134,3.50E-48,4.10E-30,3.50E-64,8.20E-08,0.28,5006,51.59,-42.46,0.75,0.017,-0.02,0.82,0.028,-0.035,9.33,0.271,-0.425,412,10.9,-12.09,0.06,0.069,-0.042
3558803,K06345.01,1.353,18.64,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.044,133,1.89,1.10E-261,0.00E+00,0.00E+00,3.10E-45,0.00E+00,0.00E+00,0.231,4788,76.73,-78.57,0.74,13.326,-0.045,0.78,1.887,-0.053,9.62,0.452,-0.844,130,2307.33,-9.25,0.5,0.071,-0.115
3644174,K06347.01,1.807,1.09,4.50E-01,1.00E+00,q1_q17_dr25_koi,0.101,123,1.71,2.40E-04,1.50E-03,2.00E-01,4.30E-04,2.40E-03,2.50E-01,0.014,4662,59.95,-67.5,0.72,0.025,-0.028,0.74,0.031,-0.034,9.89,0.216,-0.486,517,21.3,-23.57,0.17,0.081,-0.102
3655326,K06348.01,15.066,77.32,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,71154,0.66,5.30E-02,9.40E-01,1.50E-04,1.80E-05,2.00E-04,1.20E-08,0.499,6001,43.35,-42.31,1.42,0.349,-0.239,1.15,0.117,-0.058,9.66,0.077,-0.12,1229,303.5,-205.5,0.01,0.018,-0.01
3656322,K06349.01,1.832,19.55,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.032,371,0.5,2.70E-187,3.40E-204,3.30E-135,6.40E-47,5.90E-36,4.80E-10,0.207,5441,136.95,-198.65,0.87,0.1,-0.072,0.87,0.053,-0.055,9.87,0.195,-0.456,294,35.95,-27.43,0.48,0.123,-0.202
3656700,K06350.01,0.739,33.07,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,221,0.5,3.50E-02,2.30E-01,6.60E-01,2.80E-03,1.30E-02,5.90E-02,0.194,5904,74.2,-68.75,1.56,0.352,-0.282,1.14,0.14,-0.073,9.74,0.107,-0.122,626,140.08,-113.54,0.45,0.067,-0.067
3659940,K06351.01,0.896,46.65,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,32766,0.5,7.70E-05,1.70E-03,1.50E-01,3.10E-01,5.40E-01,8.00E-03,0.462,5532,163.58,-169.03,0.93,0.127,-0.084,0.91,0.059,-0.061,9.89,0.178,-0.458,947,139.47,-91.18,0.34,0.138,-0.162
3663494,K06352.01,5.117,1.32,1.10E-02,1.00E+00,q1_q17_dr25_koi,0.127,91,6,3.10E-13,2.80E-10,8.40E-04,2.50E-06,4.90E-06,1.00E-02,0.012,5771,147.86,-173.4,1.01,0.137,-0.096,0.99,0.063,-0.062,9.72,0.194,-0.385,1145,159.91,-116.21,0.27,0.114,-0.143
3733638,K06353.01,10.071,0.75,4.40E-04,1.00E+00,q1_q17_dr25_koi,0.065,17,2.55,4.80E-34,1.70E-31,1.10E-04,2.80E-08,9.50E-11,3.40E-05,0.006,5936,99.66,-135.67,1.14,0.255,-0.147,1.07,0.081,-0.069,9.65,0.15,-0.336,582,131.83,-78.04,0.42,0.062,-0.107
3748855,K06355.01,4.372,0.99,2.50E-01,1.00E+00,q1_q17_dr25_koi,0.1,49,2.76,1.20E-08,3.10E-06,3.10E-02,1.70E-04,1.00E-03,2.20E-01,0.009,5678,165.42,-120.43,1.01,0.177,-0.105,0.96,0.066,-0.056,9.82,0.176,-0.387,910,161.06,-101.16,0.16,0.137,-0.101
5347537,K06566.01,345.185,51.6,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,316,0.5,8.80E-02,9.00E-01,1.20E-03,9.30E-05,2.40E-04,2.10E-08,0.424,5934,138.02,-163.28,1.12,0.201,-0.126,1.07,0.079,-0.07,9.61,0.17,-0.366,759,138.22,-89.82,0.32,0.092,-0.131
5347784,K06567.01,9.584,47.31,9.70E-01,1.00E+00,q1_q17_dr25_koi,0.001,196,0.5,8.30E-01,1.30E-01,5.30E-06,1.90E-04,4.50E-03,1.60E-11,0.401,5762,99.98,-145.78,1.08,0.29,-0.141,1.02,0.063,-0.062,9.79,0.149,-0.387,451,121.56,-60.22,0.33,0.07,-0.124
5353938,K06568.01,6.277,0.79,2.30E-02,1.00E+00,q1_q17_dr25_koi,0.044,104,1.29,8.90E-10,1.90E-09,1.00E-02,5.70E-05,6.30E-05,1.30E-02,0.012,4109,72.11,-66.84,0.61,0.031,-0.058,0.62,0.033,-0.065,9.88,0.218,-0.497,352,25.62,-43.46,0.09,0.093,-0.066
5359678,K06569.01,3.115,73.18,8.70E-01,1.00E+00,q1_q17_dr25_koi,0.001,424,0.5,7.40E-01,7.50E-03,1.40E-17,1.00E-02,1.10E-01,1.20E-05,0.519,6235,166.56,-105.09,1.29,0.418,-0.181,1.19,0.147,-0.089,9.45,0.133,-0.291,1123,355.61,-164,0.09,0.104,-0.064
5385469,K06571.01,12.423,1.2,1.40E-02,9.90E-01,q1_q17_dr25_koi,0.125,37,2.19,1.00E-71,2.70E-55,1.10E-04,3.40E-12,3.80E-16,6.40E-08,0.006,7092,493.78,-268.78,1.83,0.796,-0.355,1.58,0.305,-0.175,9.06,0.15,-0.241,1162,509.05,-230.95,0.23,0.249,-0.148
5385667,K06573.01,12.426,1.8,1.00E+00,1.60E-02,q1_q17_dr25_koi,0.207,87,1.71,2.70E-133,0.00E+00,1.20E-14,3.60E-31,2.70E-54,1.70E-02,0.012,6317,327.07,-278.94,1.38,0.505,-0.25,1.24,0.201,-0.152,9.39,0.203,-0.292,680,249.56,-133.17,0.54,0.21,-0.182
5389184,K06575.01,1.07,0.85,7.20E-03,1.00E+00,q1_q17_dr25_koi,0.071,24,0.5,4.80E-08,4.70E-06,8.40E-04,1.00E-04,1.20E-03,5.00E-03,0.007,5912,124.61,-179.28,1.11,0.259,-0.135,1.06,0.085,-0.08,9.66,0.175,-0.346,781,180.47,-101.08,0.4,0.084,-0.151
5393558,K06576.01,10.217,68.68,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,149558,0.5,1.30E-01,8.70E-01,5.30E-05,5.40E-06,3.30E-05,1.60E-12,0.551,5920,304.53,-210.16,1.14,0.25,-0.161,1.06,0.164,-0.082,9.59,0.25,-0.309,702,167.3,-105.61,0.26,0.218,-0.164
5397905,K06577.01,0.618,0.59,2.40E-04,1.00E+00,q1_q17_dr25_koi,0.01,20,0.5,1.20E-62,2.40E-16,3.00E-05,4.60E-08,4.80E-08,1.30E-05,0.006,5478,244.2,-178.1,0.9,0.106,-0.082,0.89,0.076,-0.065,9.87,0.202,-0.419,392,51.45,-39.03,0.32,0.213,-0.175
5444392,K06578.01,0.76,94.63,1.00E+00,2.10E-01,q1_q17_dr25_koi,0.001,122,0.69,3.90E-94,8.30E-146,9.00E-219,1.80E-01,3.40E-02,3.90E-11,0.665,5848,63.55,-53.55,1.3,0.255,-0.216,1.05,0.052,-0.051,9.84,0.06,-0.127,280,55.34,-45.97,0.05,0.053,-0.034
5456979,K06579.01,2.653,1.13,1.30E-02,1.00E+00,q1_q17_dr25_koi,0.114,78,1.98,1.40E-13,1.60E-09,5.00E-04,7.90E-07,1.90E-05,1.30E-02,0.011,5597,165.79,-181.08,0.94,0.106,-0.08,0.94,0.065,-0.06,9.8,0.206,-0.425,1219,143.71,-112.42,0.28,0.138,-0.172
6852488,K06775.01,2.172,82.96,8.00E-01,2.50E-01,q1_q17_dr25_koi,0.001,7595,0.5,2.70E-186,5.30000000001e-313,5.70E-184,1.50E-144,3.50E-75,4.70E-02,0.52,6880,50.01,-50.24,1.46,0.205,-0.196,1.28,0.077,-0.074,9.33,0.093,-0.271,1232,176.21,-162.96,0.21,0.007,-0.013
6853172,K06776.01,28.655,1.62,4.70E-03,1.00E+00,q1_q17_dr25_koi,0.175,82,4.8,1.40E-10,2.90E-06,2.90E-03,6.10E-07,5.90E-06,1.50E-03,0.012,6104,100.06,-128.24,1.24,0.336,-0.16,1.16,0.116,-0.077,9.53,0.12,-0.334,1791,486.69,-240.9,0.17,0.051,-0.088
6859546,K06777.01,13.445,1.04,4.00E-03,1.00E+00,q1_q17_dr25_koi,0.097,135,1.74,9.80E-08,7.10E-11,2.50E-03,2.80E-06,4.30E-07,5.90E-04,0.013,4875,78.36,-54.25,0.74,0.033,-0.047,0.75,0.036,-0.048,9.95,0.169,-0.347,610,29.96,-43.45,0.09,0.1,-0.062
6859813,K06778.01,10.882,73.21,9.70E-01,1.00E+00,q1_q17_dr25_koi,0.001,7645,0.5,2.20E-01,7.50E-01,1.50E-05,2.00E-05,7.10E-05,1.20E-15,0.553,6139,120.26,-140.09,1.21,0.323,-0.166,1.12,0.113,-0.082,9.54,0.151,-0.294,376,98.46,-53.65,0.16,0.078,-0.095
6863840,K06779.01,1.926,55.79,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,681,0.5,2.50E-01,3.10E-30,2.10E-15,3.70E-02,7.00E-01,2.10E-04,0.646,5133,78.86,-89.76,0.79,0.046,-0.048,0.81,0.043,-0.047,9.92,0.184,-0.436,688,43.69,-45.9,0.17,0.086,-0.104
6864569,K06780.01,2.325,84.28,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,28,3,8.70E-06,1.20E-02,9.80E-01,2.70E-05,3.30E-03,9.30E-06,0.259,10580,396.87,-345.48,2.98,0.671,-0.571,2.86,0.256,-0.284,8.45,0.063,-0.037,897,199.36,-169.6,0.04,0.046,-0.029
6864859,K06782.01,40.878,103.72,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,27350,0.5,1.00E-01,8.80E-01,5.20E-06,1.40E-05,8.90E-06,1.60E-17,0.58,6712,149.81,-178.14,1.64,0.604,-0.276,1.44,0.181,-0.126,9.2,0.116,-0.232,490,177.43,-82.07,0.2,0.083,-0.116
6867219,K06783.01,11.85,1.43,3.50E-02,1.00E+00,q1_q17_dr25_koi,0.143,115,2.49,9.30E-08,1.70E-05,9.50E-03,1.20E-04,5.30E-04,2.50E-02,0.013,5749,168.03,-110.72,1.01,0.158,-0.101,0.98,0.067,-0.06,9.75,0.182,-0.407,1347,210.09,-143.09,0.13,0.131,-0.089
6877673,K06784.01,36.759,62.44,9.70E-01,1.00E+00,q1_q17_dr25_koi,0.001,60300,0.5,3.70E-01,6.00E-01,5.70E-05,9.50E-12,2.50E-03,6.70E-13,0.48,6128,232.53,-231.7,1.19,0.326,-0.165,1.12,0.16,-0.093,9.5,0.215,-0.3,735,207.76,-107.57,0.31,0.148,-0.172
6878408,K06786.01,455.624,3.38,4.40E-02,1.00E+00,q1_q17_dr25_koi,0.155,684,0.84,2.30E-07,2.80E-04,3.40E-02,1.80E-04,3.10E-03,6.90E-03,0.031,5741,146.45,-179.49,1,0.15,-0.103,0.98,0.066,-0.074,9.75,0.203,-0.397,1512,232.33,-170.39,0.42,0.109,-0.16
6890618,K06787.01,1.574,27.98,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.004,158,4,1.30E-153,2.80E-94,9.70E-203,5.30E-37,1.90E-27,1.90E-41,0.273,5646,275.89,-191.79,0.94,0.141,-0.094,0.92,0.091,-0.075,9.79,0.232,-0.408,766,125.91,-84.28,0.28,0.226,-0.171
8211521,K06992.01,1.694,0.84,1.70E-01,8.20E-01,q1_q17_dr25_koi,0.068,29,2.76,2.50E-132,8.40E-70,7.90E-100,1.90E-36,4.40E-29,1.40E-09,0.009,5314,54.97,-57.36,0.85,0.063,-0.059,0.85,0.041,-0.045,9.94,0.176,-0.449,791,60.27,-58.09,0.09,0.043,-0.053
8227086,K06993.01,13.809,1.21,6.80E-04,1.00E+00,q1_q17_dr25_koi,0.116,124,1.32,1.50E-11,2.70E-10,2.70E-04,3.20E-06,9.80E-07,2.50E-04,0.013,5327,82.99,-76.28,0.85,0.065,-0.053,0.86,0.039,-0.042,9.91,0.186,-0.444,992,79.75,-64.64,0.12,0.081,-0.078
8227464,K06994.01,4.259,0.62,6.80E-04,1.00E+00,q1_q17_dr25_koi,0.018,13,1.47,4.20E-22,6.60E-20,4.10E-04,1.30E-06,7.90E-08,1.70E-05,0.005,5639,55.77,-48.81,1.14,0.225,-0.169,0.97,0.038,-0.031,9.97,0.074,-0.208,446,88.36,-65.14,0.05,0.05,-0.034
8229048,K06995.01,2.739,67.97,9.50E-01,1.00E+00,q1_q17_dr25_koi,0.001,468,0.5,1.90E-01,7.30E-01,1.10E-04,2.20E-03,2.70E-02,2.00E-05,0.438,6422,160.51,-178.9,1.42,0.559,-0.216,1.28,0.168,-0.122,9.37,0.137,-0.226,990,377.84,-154.44,0.18,0.096,-0.113
8231877,K06996.01,1.308,36.19,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,289,0.5,1.00E-03,4.30E-05,4.40E-01,1.90E-01,2.30E-01,1.50E-01,0.397,5246,59.56,-82.62,0.84,0.058,-0.05,0.85,0.037,-0.039,9.91,0.185,-0.451,644,46.36,-42.02,0.36,0.046,-0.09
8234477,K06997.01,4.029,50.57,1.60E-02,1.00E+00,q1_q17_dr25_koi,0.001,430,0.5,1.40E-02,1.30E-04,3.20E-15,7.50E-04,7.30E-04,1.80E-28,0.314,6468,123.99,-175.58,1.48,0.575,-0.234,1.32,0.174,-0.108,9.32,0.126,-0.267,1034,389.93,-164.66,0.39,0.062,-0.113
8240109,K06998.01,2.301,63.18,1.00E+00,1.00E-03,q1_q17_dr25_koi,0.001,4869,0.5,3.10E-118,1.50E-108,8.70E-176,3.20E-25,9.60E-04,1.40E-08,0.484,6519,168.32,-119.97,1.2,0.224,-0.171,1.09,0.14,-0.101,9.46,0.206,-0.326,804,154.28,-118.41,0.08,0.1,-0.054
8240861,K06999.01,0.449,79.69,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.001,9633,0.5,7.80E-109,4.60E-76,8.80E-93,7.30E-06,4.70E-10,1.30E-07,0.676,5917,183.28,-110.68,1.08,0.191,-0.116,1.04,0.094,-0.068,9.62,0.185,-0.357,1425,263.2,-161,0.12,0.135,-0.081
8243263,K07000.01,1.759,55.38,8.60E-01,1.00E+00,q1_q17_dr25_koi,0.001,753,0.5,8.10E-02,7.50E-01,3.70E-04,1.40E-03,2.80E-02,1.70E-08,0.303,6807,250.6,-255.16,1.68,0.652,-0.3,1.46,0.205,-0.144,9.17,0.146,-0.209,918,352.32,-165,0.29,0.139,-0.159
8244295,K07001.01,1.092,0.72,7.20E-03,1.00E+00,q1_q17_dr25_koi,0.041,61,2.01,8.00E-16,4.00E-14,1.10E-03,2.70E-07,1.20E-06,6.00E-03,0.009,4822,136.36,-103.23,0.73,0.034,-0.038,0.76,0.036,-0.041,9.92,0.187,-0.427,770,42.98,-45.39,0.22,0.178,-0.148
8248103,K07002.01,4.83,1.35,6.60E-01,1.00E+00,q1_q17_dr25_koi,0.13,120,1.74,8.30E-03,9.60E-02,2.50E-01,2.00E-03,2.90E-02,2.80E-01,0.013,5580,205.41,-125.1,0.95,0.117,-0.082,0.94,0.065,-0.051,9.8,0.223,-0.406,949,119.85,-88.73,0.17,0.17,-0.114
3757588,K06356.01,24.09,9.56,5.20E-01,9.40E-01,q1_q17_dr25_koi,0.065,2075,0.5,3.60E-14,6.00E-17,4.50E-01,6.20E-04,1.70E-04,3.30E-05,0.107,5240,156.09,-100.56,0.82,0.068,-0.056,0.83,0.049,-0.05,9.93,0.179,-0.426,688,63.36,-50.84,0.15,0.158,-0.105
3765692,K06358.01,3.094,1.52,5.80E-01,1.00E+00,q1_q17_dr25_koi,0.145,253,2.88,2.90E-08,2.40E-06,1.70E-01,4.10E-05,3.80E-04,4.10E-01,0.018,5112,100.29,-60.76,0.77,0.048,-0.059,0.78,0.047,-0.055,9.93,0.178,-0.405,972,65.04,-78.06,0.08,0.112,-0.057
3766353,K06359.01,2.667,58.78,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,1457,0.5,1.60E-03,1.10E-03,9.70E-11,1.40E-01,1.30E-01,7.30E-01,0.382,6380,258.51,-177.75,1.41,0.552,-0.238,1.26,0.2,-0.122,9.37,0.166,-0.248,1137,433.72,-197.76,0.16,0.166,-0.106
3830820,K06360.01,15.583,13.99,1.40E-01,1.00E+00,q1_q17_dr25_koi,0.068,6634,0.6,1.00E-01,9.20E-04,4.00E-03,2.20E-03,2.70E-02,6.20E-07,0.235,3899,61.4,-48.5,0.55,0.038,-0.03,0.56,0.041,-0.03,9.88,0.215,-0.485,250,24.22,-18.57,0.05,0.071,-0.037
3831523,K06361.01,1.529,1.53,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.177,22,0.9,0.00E+00,0.00E+00,0.00E+00,2.90E-61,8.80E-41,0.00E+00,0.009,6616,188.74,-152.11,1.56,0.596,-0.271,1.38,0.186,-0.13,9.26,0.128,-0.246,448,166.11,-77.18,0.12,0.127,-0.085
3834364,K06362.01,2.908,48.57,9.70E-01,1.00E+00,q1_q17_dr25_koi,0.001,9400,0.5,8.60E-02,8.80E-01,5.50E-04,2.00E-04,8.70E-04,1.80E-08,0.49,5522,143.25,-88.34,0.91,0.108,-0.081,0.89,0.055,-0.062,9.87,0.205,-0.42,772,94.28,-72.44,0.11,0.122,-0.075
3836413,K06363.01,1.54,38.51,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,17400,5.1,0.00E+00,3.20E-177,1.00E+00,7.70E-185,1.10E-15,1.60E-04,0.447,7322,20.8,-20.57,0.79,0.002,-0.002,1.01,0.003,-0.004,8.4,0.003,-0.001,2998,1.38,-2.96,0,0.002,-0.001
3836439,K06364.01,1.54,112.17,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,17306,4.2,2.10E-01,7.80E-01,8.80E-04,1.40E-05,8.20E-15,8.90E-33,0.471,8085,531.69,-314.93,2.18,1.162,-0.526,1.96,0.372,-0.268,8.82,0.115,-0.145,142,74.06,-34.88,0.18,0.201,-0.126
3838004,K06365.01,2.344,1.03,6.00E-01,1.00E+00,q1_q17_dr25_koi,0.093,36,1.26,1.90E-02,4.40E-01,5.90E-03,4.20E-03,1.20E-01,7.60E-03,0.011,5338,95.57,-136.28,0.86,0.07,-0.059,0.86,0.043,-0.044,9.89,0.194,-0.461,345,30.04,-26.29,0.35,0.087,-0.147
3851134,K06366.01,0.918,1.23,2.00E-05,1.00E+00,q1_q17_dr25_koi,0.137,34,1.77,9.40E-14,1.80E-10,1.20E-08,3.70E-08,1.90E-06,1.80E-05,0.007,6655,206.53,-214.14,1.6,0.596,-0.268,1.42,0.184,-0.133,9.21,0.136,-0.234,1087,395.39,-183.83,0.23,0.13,-0.132
3851193,K06367.01,1.341,48.45,9.80E-01,1.00E+00,q1_q17_dr25_koi,0.001,16584,0.5,6.50E-02,9.20E-01,1.70E-05,1.10E-05,8.90E-05,3.50E-35,0.312,6443,185.03,-200.14,1.42,0.545,-0.204,1.3,0.175,-0.106,9.32,0.15,-0.285,1011,382.66,-146.48,0.21,0.118,-0.129
5460835,K06580.01,21.539,71.05,9.90E-01,1.00E+00,q1_q17_dr25_koi,0.001,27716,0.5,1.40E-01,8.50E-01,2.00E-04,2.40E-05,4.20E-04,2.80E-10,0.52,6184,199.39,-233.75,1.25,0.446,-0.189,1.16,0.175,-0.111,9.48,0.203,-0.283,1037,372.73,-167.73,0.34,0.126,-0.165
5462901,K06581.01,5.271,34.56,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,112789,0.5,1.90E-01,8.10E-01,2.20E-05,1.10E-04,8.90E-05,2.80E-09,0.512,4201,214.52,-93.52,0.62,0.059,-0.04,0.64,0.1,-0.044,9.68,0.39,-0.581,447,58.17,-40.26,0.12,0.318,-0.096
5466109,K06582.01,2.431,1.26,2.20E-01,1.00E+00,q1_q17_dr25_koi,0.139,63,2.4,8.10E-06,8.80E-04,6.00E-02,1.80E-04,1.40E-03,1.60E-01,0.01,6086,281.75,-248.78,1.16,0.291,-0.157,1.09,0.173,-0.098,9.5,0.257,-0.338,1426,390.8,-207.65,0.32,0.184,-0.183
5471010,K06583.01,12.423,1.72,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.183,253,1.77,4.60E-128,2.40E-257,1.30E-16,4.00E-31,1.70E-51,1.90E-05,0.015,5843,282.17,-263.94,1.05,0.228,-0.136,1.01,0.112,-0.093,9.67,0.235,-0.364,1274,301.83,-181.58,0.67,0.202,-0.221
5471415,K06586.01,12.426,9.69,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.071,1089,4.2,8.50E-110,1.70E-84,1.30E-118,1.40E-23,1.80E-22,7.70E-121,0.035,8990,1171.53,-888.18,2.54,0.939,-0.668,2.31,0.453,-0.408,8.66,0.184,-0.179,1729,604.68,-479.68,0.53,0.217,-0.287
5471480,K06587.01,12.425,2.24,1.00E+00,6.60E-03,q1_q17_dr25_koi,0.215,416,1.35,1.20E-242,0.00E+00,7.00E-03,1.30E-41,1.00E-80,1.30E-08,0.022,5574,141.43,-80.97,0.93,0.107,-0.082,0.91,0.054,-0.061,9.86,0.179,-0.429,1314,158.31,-120.96,0.08,0.122,-0.062
5475712,K06588.01,2.992,58.29,6.60E-02,1.00E+00,q1_q17_dr25_koi,0.001,685,0.5,2.10E-03,9.60E-06,7.70E-12,1.60E-03,6.20E-02,1.20E-15,0.336,6669,295.71,-247.38,1.59,0.611,-0.287,1.41,0.194,-0.145,9.22,0.149,-0.229,983,362.81,-183.79,0.26,0.173,-0.157
5479973,K06589.01,1.795,57.14,9.50E-01,4.50E-02,q1_q17_dr25_koi,0.001,10632,0.5,2.60E-181,1.40E-174,2.10E-176,1.80E-43,3.10E-15,2.00E-21,0.5,5888,226.59,-125.84,1.05,0.179,-0.116,1.01,0.099,-0.08,9.65,0.217,-0.351,1120,198.65,-132.82,0.13,0.163,-0.095
5513833,K06591.01,0.755,0.25,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.001,8,0.5,0.00E+00,0.00E+00,1.10E-148,0.00E+00,0.00E+00,3.70E-70,0.008,3360,51.17,-56.02,0.29,0.058,-0.057,0.28,0.069,-0.069,9.92,0.194,-0.398,76,17.03,-16.38,0.22,0.096,-0.113
5529501,K06592.01,1.519,0.57,2.30E-03,1.00E+00,q1_q17_dr25_koi,0.001,10,1.5,1.00E-16,3.40E-14,3.10E-05,1.60E-06,7.30E-06,3.30E-05,0.004,6168,65.74,-63.7,1.3,0.199,-0.148,1.16,0.065,-0.057,9.56,0.086,-0.163,527,79.26,-60.35,0.11,0.05,-0.054
5529560,K06593.01,0.76,0.95,2.00E-04,1.00E+00,q1_q17_dr25_koi,0.094,11,3.3,1.10E-84,1.50E-33,1.80E-64,6.00E-18,6.40E-13,2.50E-32,0.008,5808,117.78,-120.97,1.09,0.25,-0.137,1.03,0.066,-0.062,9.74,0.169,-0.354,1342,311.98,-172.05,0.16,0.084,-0.103
